sac_id,sac_code,description,sac_group_id,sector_id
08958e5c-1605-4399-b59f-70d4a90a1058,997338,Licensing services for right to use other natural resources including telecommunication spectrum,13,88
14d7eb18-824a-435d-aa21-ee27ed57595a,997339,Licensing services for the right to use other intellectual property products and other resources nowhere else classified,13,88
5aa7eb28-b400-4355-bed6-61567f0a78c3,998111,Research and experimental development services in natural sciences,14,94
3960d178-723c-4d93-a81f-68223b008d0b,998112,Research and experimental development services in engineering and technology,14,94
e1c3f6a7-5274-431b-8993-1b6a51adb098,998113,Research and experimental development services in medical sciences and pharmacy,14,94
977e91b0-f485-4320-ab40-3b66ded2564b,998114,Research and experimental development services in agricultural sciences,14,94
6367f51b-2e8d-4a39-9333-1a7a587ebf79,998121,Research and experimental development services in social sciences,14,94
840d703b-a843-42e7-ace3-7659ffca3580,998122,Research and experimental development services in humanities,14,94
9c17228e-8191-461f-af3b-7402fdcc144c,998130,Interdisciplinary research and experimental development services,14,94
ed09bc13-4198-486c-a438-9517825462e3,998141,Research and development originals in pharmaceuticals,14,94
bd4c5e6f-ecbf-4025-b54b-2cf40a267a6c,998142,Research and development originals in agriculture,14,94
64b82ad7-36c9-4a0e-a553-537419cc8a6e,998143,Research and development originals in biotechnology,14,94
4aa3127a-530d-4dca-9dc1-075ebf299cbf,998144,Research and development originals in computer related sciences,14,94
85b9b930-6a06-4690-8e7c-9c331a339742,998145,Research and development originals in other fields nowhere else classified,14,94
51a8828e-6844-4d4b-9c8e-85ddad4300a8,998149,Research and development originals in other fields nowhere else classified,14,94
5bb8bcce-a040-45ed-a487-e6887256b818,998211,Legal advisory and representation services concerning criminal law,15,87
fa18d7e2-831c-413c-903c-a8b57b1c8e21,998212,Legal advisory and representation services concerning other fields of law,15,87
3a9f765a-d970-4d67-8355-14780adc23a2,998213,"Legal documentation and certification services concerning patents, copyrights and other intellectual property rights",15,87
03dba69b-7f70-4851-a8b9-63892a092c1b,998214,Legal documentation and certification services concerning other documents,15,87
e02dc843-737b-45ce-b31b-7b360b459d52,998215,Arbitration and conciliation services,15,87
398dcd10-8017-4ade-a970-62dfcb7ba090,998216,Other legal services nowhere else classified,15,87
7bc02485-dc34-435f-bf51-140f526171ee,998219,Other legal services nowhere else classified,15,87
07baa502-82cd-4c93-8776-8c541b8bb859,998221,Financial auditing services,15,74
e6ef9ece-595e-4dee-b1bf-c9e18ab02931,998222,Accounting and bookkeeping services,15,74
a0b4d0cd-ff94-45c4-9401-6fb9214257f0,998223,Payroll services,15,74
015517e5-0ac0-418d-889e-5d415e9dd5ff,998224,Other similar services nowhere else classified,15,74
4f8cd15f-f8db-448f-8c03-838c242f586f,998229,Other similar services nowhere else classified,15,74
0c2142e6-a130-4851-a6ab-83a790c75840,998231,Corporate tax consulting and preparation services,15,74
cdaf742b-13c5-49e8-aa56-d7e0e62eb397,998232,Individual tax preparation and planning services,15,74
430087d5-8589-45d5-a267-ac42875fe0f7,998239,Other tax consultancy and preparation services,15,74
d1570450-14f3-4cd3-bfb0-3c489c542429,998240,Insolvency and receivership services,15,74
49f144d4-3496-4bbb-9c08-0c1b7071fcb4,998311,"Management consulting and management services including financial, strategic, human resources, marketing, operations and supply chain management",16,77
fefa66fb-dc0c-40cf-a6ce-77057208239f,998312,Business consulting services including public relations services,16,77
c7038676-b16a-434d-8aae-f34b2b686f53,998313,Information technology consulting and support services,16,85
400e974c-6829-4634-8df2-97754926dd8d,998314,Information technology design and development services,16,85
e0a23b87-68a0-4c3b-980e-df312242230b,998315,Hosting and information technology infrastructure provisioning services,16,85
30d2b3b1-5335-4253-98f2-d60b164ae9e5,998316,Information technology infrastructure and network management services,16,85
cc8aa1e3-df0f-4020-b4b9-061efdebe67a,998319,Other information technology services nowhere else classified,16,85
97996140-63dc-47b1-a0b7-73a0ace72bac,998321,Architectural advisory services,16,77
8f51f710-17b3-491b-b10d-a2594aa98c03,998322,Architectural services for residential building projects,16,77
22886eb3-1a99-4dbc-9a56-666df687806e,998323,Architectural services for non-residential building projects,16,77
575e745f-8169-48cf-99db-75d5ffaf7a1e,998324,Historical restoration architectural services,16,77
5eb3293b-1144-45f8-bd09-e539d49db05a,998325,Urban planning services,16,77
275f0f38-37a8-43f7-b5b4-900fde796350,998326,Rural land planning services,16,77
b7f10cc4-b6b9-464c-ba7b-9ed05bb68f82,998327,Project site master planning services,16,77
0c702393-0c12-4831-abe1-574fffa3b800,998328,Landscape architectural services and advisory services,16,77
1efc9fe7-9ed9-4484-839e-dc34aee016b1,998329,"Other architectural services, urban and land planning and landscape architectural services",16,77
5d8fe335-d0fb-425f-95ff-f30ee457a3bc,998331,Engineering advisory services,16,77
f88a6401-7f56-449c-986f-d6460d3726b5,998332,Engineering services for building projects,16,77
0d27b9e0-322a-4c57-aabf-64e254bf7594,998333,Engineering services for industrial and manufacturing projects,16,77
3993cc53-6c16-4c49-a11a-7731053f6876,998334,Engineering services for transportation projects,16,77
e1a09c92-809d-49dd-85b3-13d295555223,998335,Engineering services for power projects,16,77
706b030f-2fc6-474b-b73f-31e5a8eff676,998336,Engineering services for telecommunications and broadcasting projects,16,77
423d30da-fbc4-4f0f-8676-13afe03445fb,998337,"Engineering services for waste management projects (hazardous and non-hazardous), for water, sewerage and drainage projects",16,77
388f9704-3167-4bd9-a877-c3aa52250676,998338,Engineering services for other projects nowhere else classified,16,77
7057d9ca-601e-4e4e-9c7a-664e44441a93,998339,Project management services for construction projects,16,77
9037fa08-7df5-41e3-8557-428bbf133fd6,998341,Geological and geophysical consulting services,16,96
c070fba7-f01c-48d8-a207-1d9d864cf753,998342,Subsurface surveying services,16,96
ab1b5b35-c5b6-4381-8ab1-0e7225ed7254,998343,Mineral exploration and evaluation,16,96
9eee83f1-816e-4401-9956-68cfcaec56c8,998344,Surface surveying and map-making services,16,96
781ba5f3-fd46-4aff-8318-d1cd507ca022,998345,Weather forecasting and meteorological services,16,96
c53b69e8-30f3-4e16-80e4-056004fbcf60,998346,Technical testing and analysis services,16,96
1c4628be-b3d0-45a5-b604-3376dbb7a68f,998347,"Certification of ships, aircraft, dams, and the like",16,96
e4f411c1-1b44-47fc-994b-4ff2046df2ce,998348,Certification and authentication of works of art,16,96
4da75918-ebe9-4082-843a-cef11d99c394,998349,Other technical and scientific services nowhere else classified,16,96
4efa5f36-7931-4ef2-b44b-fa7173bf6f80,998351,Veterinary services for pet animals,16,96
a1724a3c-10ef-468a-bf5a-0eba95aa06b1,998352,Veterinary services for livestock,16,96
acb3d362-4749-474b-92cc-cd593cf29ca2,998359,Other veterinary services nowhere else classified,16,96
4dedf9a7-0e94-4943-9a66-1521673eda3a,998361,Advertising Services,16,75
fd2a969a-ba14-4e68-9347-efb789d4b659,998362,"Purchase or sale of advertising space or time, on commission",16,75
2360744f-911b-416a-a0f3-9e8e10658fac,998363,Sale of advertising space in print media (except on commission),16,75
a21978af-0926-40c0-83f9-937009c911a5,998364,Sale of television and radio advertising time,16,75
43dc1c1a-8f2f-4c79-87b6-5307425d4bf8,998365,Sale of Internet advertising space,16,75
de5c959c-480c-4f66-a418-5a9fb4d54910,998366,Sale of other advertising space or time (except on commission),16,75
2a4df2f2-e8d4-47d8-a16e-5320aa66618d,998371,Market research services,16,90
e03f44a2-6d13-4e48-80d5-b32d84efe40f,998372,Public opinion polling services,16,90
829eb057-45d4-4780-90ce-6b14face5695,998381,Portrait photography services,16,75
d4ce8167-30ed-484e-807c-f768b0c4a4c6,998382,Advertising and related photography services,16,75
3b91d3ac-49e2-4f82-b196-54f3b58406f4,998383,Event photography and event videography services,16,75
a4324653-dd60-4e10-804a-2c6bfa077d44,998384,Specialty photography services,16,75
83afc947-ad7f-45ab-b02f-bc8dd1f915e7,998385,Restoration and retouching services of photography,16,75
b5af9b67-fb10-4251-87d0-36f415f0127a,998386,Photographic and videographic processing services,16,75
2bef8280-8c61-4c3a-9b03-8e7fe60893e0,998387,Other photography and videography and their processing services nowhere else classified,16,75
4c611ed3-694d-4eaf-a620-cf322f003acb,998389,Other photography and videography and their processing services nowhere else classified,16,75
4e14f14d-57db-4594-99e2-5dc51db265db,998391,"Specialty design services including interior design, fashion design, industrial design and other specialty design services",16,90
18ca1e8d-4a96-4faf-910c-00360e1e22de,998392,Design originals,16,90
3aa36261-3284-4a23-b5b6-aee00497d215,998393,Scientific and technical consulting services,16,90
d5ed560c-f021-4694-bd7f-59b4ad66713d,998394,Original compilations of facts or information,16,90
d72297c7-8230-426d-a549-a91b7cf1d0cd,998395,Translation and interpretation services,16,90
fba17c71-ca5d-40dc-9174-81e6ba378a3e,998396,Trademarks and franchises,16,90
0550cfec-d0ab-41e1-a6ac-cf9a4cbb0c84,998397,Sponsorship services and brand promotion services,16,90
3ba165fc-bbaf-4642-b36b-888af3745604,998398,Sponsorship services and brand promotion services,16,90
ffd0b7d3-9af1-4c7f-815a-7c9fe2b6348c,998399,"Other professional, technical and business services nowhere else classified",16,90
252e8e48-164c-4ba7-a1dd-92141aa87517,998411,Carrier services,17,97
0b73363d-6868-4c6b-84e4-4b80806938c8,998412,Fixed telephony services,17,97
6517f1a0-8d51-4a35-abe2-c9fbbce00b04,998413,Mobile telecommunications services,17,97
3249d926-5333-41cc-ac6e-4179de62817e,998414,Private network services,17,97
ca9770c9-4c2a-466e-86dc-cecb64ab9e06,998415,Data transmission services,17,97
ebf4ae1b-7fff-48b9-82a5-104916cdfc15,998419,"Other telecommunications services including fax services, telex services nowhere else classified",17,97
87615ac5-75d5-44db-88ed-6c7cd26ede23,998421,Internet backbone services,17,85
6191d328-8482-4d9e-aa74-9aa033c25414,998422,Internet access services in wired and wireless mode,17,85
8e651401-0d48-4c4d-9a3c-b91398f5bff2,998423,"Fax, telephony over the Internet",17,85
673aae90-645d-40d9-a93e-37f401ba664e,998424,Audio conferencing and video conferencing over the Internet,17,85
54c8999a-ff39-435c-8c92-27ca064f63c5,998429,Other internet telecommunications services nowhere else classified,17,85
9a1e60f0-36bc-4e4d-813b-0eb40a1c5499,998431,"On-line text based information such as online books, newspapers, periodicals, directories and the like",17,80
5b79483b-07de-4faa-9b14-3531d423598a,998432,On-line audio content,17,80
8741c724-d60a-4ddc-afe5-957d0a7d4f9e,998433,On-line video content,17,80
1ce3e872-7e3d-4746-95b3-1bba601a6b97,998434,Software downloads,17,80
645ed3a6-0775-48e2-a733-7a06a8c2efc7,998435,Supply consisting only of e-book.,17,80
c094fce9-61b9-4d7d-845d-7bf1162a2a53,998439,Other on-line contents nowhere else classified,17,80
c62ba35b-9591-45bd-9a33-4f35d467fa86,998441,News agency services to newspapers and periodicals,17,80
6b3cc3ad-d4df-482c-8550-f1ef4b9245e1,998442,Services of independent journalists and press photographers,17,80
d34a0e6d-f92d-428a-9d67-e8074036a3f6,998443,News agency services to audiovisual media,17,80
a7dda2a3-4285-486d-bf13-bc6b50be3d9b,998451,Library services,17,80
c22537ab-7b70-4121-b1f3-9777bcd83ff6,998452,Operation services of public archives including digital archives,17,80
1ac59389-d7bd-40d4-b55c-9ca215e4b36a,998453,Operation services of historical archives including digital archives,17,80
6958377b-4b71-40a7-9b53-f49c62cf3534,998461,Radio broadcast originals,17,80
59f49e30-10d7-40ba-ad07-e613ce22054b,998462,Television broadcast originals,17,80
5df8c6f4-ebb1-49ca-afe5-7a16616c4312,998463,Radio channel programmes,17,80
aa10a287-dc32-428e-b13c-7b0f4cdbaabb,998464,Television channel programmes,17,80
0e455f3b-4eba-49e5-99ca-e3e065e2328b,998465,Broadcasting services,17,80
b6e95fcb-1c24-4862-9a02-86687f2bde8d,998466,Home programme distribution services,17,80
0cdf2280-d0c8-4342-96a0-37c3e9d4bfe8,998469,"Other broadcasting, programming and programme distribution services",17,80
2a2e2718-651b-412e-9d92-d3fa32a5ea32,998511,Executive or retained personnel search services,18,91
4c6a9150-73d3-483f-983f-48247d7ef2c2,998512,"Permanent placement services, other than executive search services",18,91
efc3c351-4e05-4067-a128-cb0727950852,998513,Contract staffing services,18,91
1c6d63b8-86cb-403a-96b4-578fb1ba9ab7,998514,Temporary staffing services,18,91
52a03658-2503-4fb3-b881-496e29fa4e5f,998515,Long-term staffing (pay rolling) services,18,91
920b9f05-5467-4189-a0f5-6f2064085d21,998516,Temporary staffing-to-permanent placement services,18,91
41f403f1-3b44-42a2-b864-4ff3296f34ee,998517,Co-employment staffing services,18,91
aea45bf6-e374-4b05-9188-916486623e28,998519,Other employment and labour supply services nowhere else classified,18,91
add93bd7-c2b6-4572-9d53-ce9bb5f186bd,998521,Investigation services,18,91
750077d8-7633-4a46-9b95-04a8b981e794,998522,Security consulting services,18,91
3f5de1ef-a264-4d80-862c-98e5cb8ff2d9,998523,Security systems services,18,91
5751f9cd-0705-4d8b-b4bc-accef55c8303,998524,Armoured car services,18,91
9e9a6461-456d-4f2b-a438-ae1e6178b550,998525,Guard services,18,91
fe2682f1-f06a-4ed4-ac3c-d748022b1530,998526,Training of guard dogs,18,91
c4462e0c-48a8-4ea1-8d52-a1043008b7fb,998527,Polygraph services,18,91
25c8c107-3cc9-48b5-801a-5af32335209b,998528,Fingerprinting services,18,91
a88f2558-35cd-43b5-a7dd-8afc3d4cc788,998529,Other security services nowhere else classified,18,91
68c15495-8f11-447b-99e5-bfa905ddcebf,998531,Disinfecting and exterminating services,18,91
e19ebc62-571d-4397-ac82-010e5d064fdc,998532,Window cleaning services,18,91
ebda93eb-62ee-4854-8b71-17f89851fbf5,998533,General cleaning services,18,91
081ff157-fd9e-46fb-bda1-0b0acd6a6c65,998534,Specialised cleaning services for reservoirs and tanks,18,91
0d38a1af-b14a-4c99-8022-11daa9aeb009,998535,Sterilisation of objects or premises (operating rooms),18,91
4532868b-9aed-4787-80fd-4d5365c5f33c,998536,Furnace and chimney cleaning services,18,91
62f2e34d-f075-46f3-a0ab-4dd8b274cddd,998537,Exterior cleaning of buildings of all types,18,91
e0ae11af-9d42-4141-a927-4fd8397e58f9,998538,Cleaning of transportation equipment,18,91
33e98020-c9fa-4ec1-a339-ad31aec0842b,998539,Other cleaning services nowhere else classified,18,91
176b546f-afc5-43d4-9395-44843f42e3e8,998540,Packaging services of goods for others,18,91
26a01c3d-eeb6-46ab-859e-56701190d3b8,998541,Parcel packing and gift wrapping,18,91
adef0db0-6e47-4a3d-aaa5-dc07224efdba,998542,Coin and currency packing services,18,91
eb24071f-02dc-422c-b386-591c5b43acfc,998543,Coin and currency packing services,18,91
ef4664e9-96ca-445c-ad07-9678613bdb7f,998549,Other packaging services nowhere else classified,18,91
f2e76ea0-fa3b-4f8d-a3d5-ac915965c949,998551,Reservation services for transportation,18,98
8136b54a-6ff5-4962-9eba-901e4c58a8b3,998552,"Reservation services for accommodation, cruises and package tours",18,98
67e08e51-bb63-4a50-a5ce-5bb30f216911,998553,"Reservation services for convention centres, congress centres and exhibition halls",18,98
89870c2b-bd00-4e59-8676-8a1e3894d0c9,998554,"Reservation services for event tickets, cinema halls, entertainment and recreational services and other reservation services",18,98
60978549-3058-4d6f-9919-03f5504d8683,998555,Tour operator services,18,98
563eb752-be6d-4c92-9dcc-ee4bab8fe293,998556,Tourist guide services,18,98
dd210d1f-5194-42b8-b9ce-3d6154c899b8,998557,Tourism promotion and visitor information services,18,98
11c7f0ed-86d8-4321-8534-7fc12e7b188b,998559,Other travel arrangement and related services nowhere else classified,18,98
c0811816-b565-4c22-985d-3493a09c0f65,998591,Credit reporting and rating services,18,85
d23d8f58-ddef-433d-ad08-f1aab37b400d,998592,Collection agency services,18,85
611b7e28-56bf-4938-a924-ba262f5dbdea,998593,Telephone-based support services,18,85
67342515-f64d-4a07-89c8-dbf5bcc64100,998594,Combined office administrative services,18,85
034a2dec-20dd-424d-b4ee-35c4be76037e,998595,"Specialised office support services such as duplicating services, mailing services, document preparation and the like",18,85
e217115c-7e5f-4a3c-b3ea-6205a417eba7,998596,"Events, Exhibitions, Conventions and trade shows organisation and assistance services",18,91
7f3bb4ca-95ca-42a0-a421-c334bb172b00,998597,Landscape care and maintenance services,18,91
085dfad2-fd49-4436-ac64-8ce3cf794170,998598,Other information services nowhere else classified,18,85
4286a29b-b13e-46a7-b51f-b138f80b207a,998599,Other support services nowhere else classified,18,85
ed19d160-20b2-4bcd-9067-24b036083868,998611,Support services to crop production,19,91
9fd9087e-c1b5-4218-bdb4-3c3f1548c9c2,998612,Animal husbandry services,19,91
7676018d-c809-40df-953f-1e044bbe30ad,998613,Support services to hunting,19,91
d5908043-e153-4f76-80d1-892f4e4e12d5,998614,Support services to forestry and logging,19,91
58a06955-9fef-4d96-86d9-7b19bdcd4bbb,998615,Support services to fishing,19,91
3ad177fc-9d09-4241-ba84-84959ffc7608,998619,"Other support services to agriculture, hunting, forestry and fishing",19,91
1eee55bf-e8b8-4f58-be05-6d75c8bf6ff3,998621,Support services to oil and gas extraction,19,91
343542a5-465c-4b23-bfda-c5d0fcc73ea2,998622,Support services to other mining nowhere else classified,19,91
ed07c1d2-353c-40b4-a6bd-48f8f045b22a,998631,Support services to electricity transmission and distribution,19,91
d030eb65-4ffe-4296-ba13-9914124e0a41,998632,Support services to gas distribution,19,91
1f5528e0-8ec5-422d-941e-3fe7d8e3ebd2,998633,Support services to water distribution,19,91
8d03c94d-aaa9-4790-910e-9dd6678ae3e3,998634,"Support services to Distribution services of steam, hot water and air-conditioning supply",19,91
72aa3661-aa5f-4be9-8325-665a2966dc00,998635,"Other support services to electricity , gas and water distribution",19,91
80f2592c-46b9-4656-8222-010d90d5ff2b,998711,"Maintenance and repair services of fabricated metal products, except machinery and equipment",20,89
69ac4294-d30f-4abd-97e2-c838516ffb43,998712,Maintenance and repair services of office and accounting machinery,20,89
61e346d5-d3a3-49b2-b512-5f74b3c699ed,998713,Maintenance and repair services of computers and peripheral equipment,20,89
926ca202-b3d2-4763-bc06-be5c851bdf50,998714,Maintenance and repair services of transport machinery and equipment,20,89
63ddb1bf-69f8-44a5-8ddb-f19f21cd51ec,998715,Maintenance and repair services of electrical household appliances,20,89
dd59b550-efeb-45fc-a8e1-b8b1eb2f7bc3,998716,Maintenance and repair services of telecommunication equipments and apparatus,20,89
27967b01-1b67-4d47-ac5b-50682eeeaf0d,998717,Maintenance and repair services of commercial and industrial machinery,20,89
af9a46bc-eb94-4756-b59c-829ef005e0bc,998718,Maintenance and repair services of elevators and escalators,20,89
a0528f8a-fd0b-4c82-9cfa-1b27f8158d47,998719,Maintenance and repair services of other machinery and equipments,20,89
ae1ccfa5-ff92-4c32-b5c9-5f1e487aad10,998721,Repair services of footwear and leather goods,20,89
234ad374-de8f-4ee2-8df7-069e4a70b534,998722,"Repair services of watches, clocks and jewellery",20,89
7c8a1fac-1131-40fe-9012-4d9b4730c057,998723,Repair services of garments and household textiles,20,89
12dc0188-c1c8-4f78-bbb6-d2070e89d66b,998724,Repair services of furniture,20,89
427e2ed9-f690-4e2d-be91-29ea2e25e381,998725,Repair services of bicycles,20,89
38f78a34-c773-4151-8965-dbdf9685276d,998726,Maintenance and repair services of musical instruments,20,89
8ffb4fe0-cf05-4c25-8a91-4f2edc977f9f,998727,Repair services for photographic equipment and cameras,20,89
e4d0beb4-e04b-4bf3-a0d3-81a720513dd5,998729,Maintenance and repair services of other goods nowhere else classified,20,89
c2e490d7-f6a6-496c-b864-84775818099c,998731,"Installation services of fabricated metal products, except machinery and equipment",20,89
3ac210fb-11e5-42cc-891a-7a7e19023491,998732,"Installation services of industrial, manufacturing and service industry machinery and equipment",20,89
d20cabeb-5b66-413c-ae29-665141b65f77,998733,Installation services of office and accounting machinery and computers,20,89
1de88d41-bc8e-4743-b192-3a3b02d9102f,998734,"Installation services of radio, television and communications equipment and apparatus",20,89
3884149a-9785-4084-ad6a-5ab999482ff7,998735,"Installation services of professional medical machinery and equipment, and precision and optical instruments",20,89
cceb8cd5-661c-42b4-a586-76dec949404d,998736,Installation services of electrical machinery and apparatus nowhere else classified,20,89
204b3f3a-f4fe-445c-9479-db7726e12e95,998739,Installation services of other goods nowhere else classified,20,89
bf28c976-a78b-483e-adba-cdd47f32ae8c,998811,Meat processing services,21,91
2d6f3df5-5bb6-454b-8c21-959427291a1a,998812,Fish processing services,21,91
992aa531-9445-4f2b-9295-9f9c70ad4c85,998813,Fruit and vegetables processing services,21,91
c9fe5715-8a65-43ac-b5c0-c10147fc5035,998814,Vegetable and animal oil and fat manufacturing services,21,91
862c9a15-a4c4-4fa0-9cef-776d580b8a5e,998815,Dairy product manufacturing services,21,91
7a40b4e9-fc93-4c69-acd2-850b4ed0d749,998816,Other food product manufacturing services,21,91
9d0f9290-dc78-4bcf-a2f7-1a9d39a1c877,998817,Prepared animal feeds manufacturing services,21,91
cfd55d16-c3fa-42d3-b7f9-6bcc62a303b7,998818,Beverage manufacturing services,21,91
3a0d8df9-a9e5-4757-ab6c-012685e261f2,998819,Tobacco manufacturing services nowhere else classified,21,91
43baf27b-5ff5-434a-96dc-f8a0d381ca3e,998821,Textile manufacturing services,21,91
cb5c0684-1951-445b-8520-b3d8ec98960d,998822,Wearing apparel manufacturing services,21,91
59f33521-36c7-4b27-b97c-1946deebf3b8,998823,Leather and leather product manufacturing services,21,91
ba4b512e-7b8e-48c4-ae51-3d18f8edf864,998829,"Textile, wearing apparel and leather manufacturing services other than services by way of job work specified above.",21,91
87745268-9ca9-482f-8ace-d9961626df2a,998831,Wood and wood product manufacturing services,21,91
86287731-9f72-46e6-8c16-c7314c1e1b9f,998832,Paper and paper product manufacturing services,21,91
1e92efde-7cf6-4304-9052-d399b3f7630a,998839,Wood and paper manufacturing services other than services by way of job work specified above,21,91
d558ec36-db97-404f-ba43-321ae16b2ce7,998841,Coke and refined petroleum product manufacturing services,21,91
5cb0f1d4-48ea-4819-a5f4-335159b1f3e4,998842,Chemical product manufacturing services,21,91
ba16f178-d78f-4570-ad14-be01464bbf45,998843,Pharmaceutical product manufacturing services,21,91
ebe4462c-0512-45a6-b178-44ad5d66bb76,998849,"Petroleum, chemical and pharmaceutical products manufacturing services other than services by way of job work specified above",21,91
80807acf-0fd5-41ed-a7b7-da364ef4b8d6,998851,Rubber and plastic product manufacturing services,21,91
a1dbb955-6375-4a51-a382-cb0b74c57e83,998852,Plastic product manufacturing services,21,91
309841a8-6980-4a61-95a7-2c9bec05be6a,998853,Other non-metallic mineral product manufacturing services,21,91
99b7c650-bf13-436b-85b6-65b4771fe6b7,998859,"Rubber, plastic and other non-metallic mineral product manufacturing services, other than services by way of job work specified above.",21,91
d3d3e00b-958b-4759-826a-1c35463adc26,998860,Basic metal manufacturing services,21,91
daea473d-ee1f-448c-9eaf-c31b3ca5ec03,998861,Services by way of job work in relation to basic metals,21,91
0472cc98-1940-4540-9a30-94f8d75f4329,998869,"Basic metal manufacturing services, other than services by way of job work specified above",21,91
2cfd6fff-b64b-41d2-8efa-58b08b0dcbe8,998871,"Structural metal product, tank, reservoir and steam generator manufacturing services",21,91
ff36be41-95ac-4b0b-96fd-e720ec49f03c,998872,Weapon and ammunition manufacturing services,21,91
f6077aec-3128-44fb-bb0e-6cd6f50d52b6,998873,Other fabricated metal product manufacturing and metal treatment services,21,91
ca8fa588-d99e-42a8-8626-9159ef0ec45f,998874,"Computer, electronic and optical product manufacturing services",21,91
6052b29a-9e4f-414e-8569-7568a1d13c28,998875,Electrical equipment manufacturing services,21,91
80afd9b3-5aed-4f75-9a58-596f0f6dd5bc,998876,General-purpose machinery manufacturing services nowhere else classified,21,91
2d0b6686-dcc3-4500-89f3-e75a3e260bf7,998877,Special-purpose machinery manufacturing services,21,91
918c2fa4-1f5e-410a-a1d8-b42b968a2bcf,998879,"Fabricated metal product, machinery and equipment manufacturing services, other than services by way of job work specified above",21,91
694a84f3-86f1-4e82-a0eb-a8b4a9cb37f5,998881,Motor vehicle and trailer manufacturing services,21,91
31f9aea4-6df3-4775-a2dc-41ad0f61efd7,998882,Other transport equipment manufacturing services,21,91
3438dd95-ab5a-43ec-a516-e318d340549b,998883,Services  by way of job work in relation to bus body building,21,91
afc2e3b9-592a-41eb-a1fe-80382d19077a,998889,"Transport equipment manufacturing services, other than job work services specified above",21,91
6d4e74cc-b69e-4f27-ad6c-d1986044caeb,998891,Furniture manufacturing services,21,91
b16ab5fc-b634-44e9-84be-cabd9d5f83e6,998892,Jewellery manufacturing services,21,91
48582fbf-83a1-4672-a7cc-ddd55807b600,998893,Imitation jewellery manufacturing services,21,91
cb123899-dc17-4dba-9138-1b2a1fd463cd,998894,Musical instrument manufacturing services,21,91
d5500ee8-1bbb-459c-ab40-9f521168f5ef,998895,Sports goods manufacturing services,21,91
cbcc6524-c450-40ca-af09-f8e60463858c,998896,Game and toy manufacturing services,21,91
ec15d066-c3f3-431d-ab4a-7630ead1b3f2,998897,Medical and dental instrument and supply manufacturing services,21,91
d6345180-26a9-488c-ae9a-07e1536dc2a2,998898,Other manufacturing services nowhere else classified,21,91
669b2d50-8915-4ec1-a63f-bc07bb96a66e,998899,Other manufacturing services nowhere else classified,21,91
8da278ad-1077-44af-b725-6136b3f26780,998911,"Publishing, on a fee or contract basis",22,92
93e0893c-8a21-4fc8-8c35-098498361e7f,998912,"Printing and reproduction services of recorded media, on a fee or contract basis",22,92
08182904-41b9-49f7-b262-00d89a631d2a,998920,"Moulding, pressing, stamping, extruding and similar plastic manufacturing services",22,92
f0b44e0b-c243-4bf4-9235-701c6811160b,998931,Iron and steel casting services,22,92
f28a5838-8494-4a99-ba6e-fe9255cd6365,998932,Non-ferrous metal casting services,22,92
4deea065-99ae-49e0-8ed4-66b955e6632a,998933,"Metal forging, pressing, stamping, roll forming and powder metallurgy services",22,92
5ebe6380-9d6b-4a65-8fc6-19a440ea2d9c,998941,"Metal waste and scrap recovery (recycling) services, on a fee or contract basis",22,92
ee70c4c5-9720-417c-bf4c-93f0fb2387e3,998942,"Non-metal waste and scrap recovery (recycling) services, on a fee or contract basis",22,92
3c9ee77c-8b66-4678-ae5e-1904990d5923,998950,"Other manufacturing services, publishing, printing and reproduction services, materials recovery services nowhere else classified",22,92
fb066581-08c5-4692-8805-917b317a6e22,999111,Overall Government public services,23,91
206c6a37-337c-4ac4-83fd-8df9a017a9f9,999112,"Public administrative services related to the provision of educational, health care, cultural and other social services, excluding social security service",23,91
1eaa5a2d-2690-454a-baf5-470d22957489,999113,Public administrative services related to the more efficient operation of business,23,91
041b770d-6ac3-41fa-ba82-5b5d690628fb,999119,Other administrative services of the government nowhere else classified,23,91
234eee81-1f27-4545-8d9b-5d608d92fd92,999121,"Public administrative services related to External Affairs, Diplomatic and Consular services abroad",23,91
35dfaf31-3183-48c0-a9e9-5596588777be,999122,Services related to foreign economic aid,23,91
1330e51b-b74a-4cc7-b458-aa2fa5b80874,999123,Services related to foreign military aid,23,91
d0072f51-dba5-4dd3-9ef2-fa38ff19f99b,999124,Military defence services,23,91
e3aafd26-620b-4b84-8f70-1daf7b45e875,999125,Civil defence services,23,91
656e8b9d-e9d2-4959-bee5-8f4de72d2a65,999126,Police and fire protection services,23,91
ac193d6f-5b58-4f30-b354-9ce4a41a3c38,999127,Public administrative services related to law courts,23,91
7d95895b-d6d8-4692-9504-dcc49e0c06a4,999128,Administrative services related to the detention or rehabilitation of criminals,23,91
044d4c3b-2ead-4802-bb76-d26cc4af9c3d,999129,Public administrative services related to other public order and safety affairs nowhere else classified,23,91
a14f6a14-3b80-44d3-a836-7ad40b11fd1d,999131,"Administrative services related to sickness, maternity or temporary disablement benefit schemes",23,91
0afdaae4-4fa2-4360-bf8f-caef834db9ad,999132,"Administrative services related to government employee pension schemes; old-age disability or survivors' benefit schemes, other than for government employees",23,91
f93613c2-0c1e-47b6-a863-27f8d7520a10,999133,Administrative services related to unemployment compensation benefit schemes,23,91
b9c934c2-8152-41ff-b742-f85791f69b16,999134,Administrative services related to family and child allowance programmes,23,91
